timestamp,region,price_mwh,price,charge_power_kw,discharge_power_kw,charge_energy_kwh,discharge_energy_kwh,battery_charge_kwh,battery_discharge_kwh,soc_start_kwh,soc_kwh,soc_percent,charge_cost,discharge_revenue,interval_revenue,cumulative_revenue,cumulative_charge_energy_kwh,cumulative_discharge_energy_kwh,operating_state,equivalent_full_cycles,day
2026-08-01 00:05:00,VIC1,92.76094,0.09276094,0.0,69.0,0.0,5.75,0.0,6.061032181989394,59.5,53.4389678180106,44.90669564538706,0.0,0.533375405,0.533375405,0.533375405,0.0,5.75,discharge,0.05659227060681041,2026-08-01
2026-08-01 00:10:00,VIC1,99.18793,0.09918793,0.0,69.0,0.0,5.75,0.0,6.061032181989394,53.4389678180106,47.3779356360212,39.81339129077412,0.0,0.5703305974999999,0.5703305974999999,1.1037060025,0.0,11.5,discharge,0.11318454121362082,2026-08-01
2026-08-01 00:15:00,VIC1,122.3666,0.1223666,0.0,69.0,0.0,5.75,0.0,6.061032181989394,47.3779356360212,41.31690345403181,34.72008693616118,0.0,0.70360795,0.70360795,1.8073139525,0.0,17.25,discharge,0.16977681182043122,2026-08-01
2026-08-01 00:20:00,VIC1,99.18793,0.09918793,0.0,69.0,0.0,5.75,0.0,6.061032181989394,41.31690345403181,35.25587127204241,29.626782581548245,0.0,0.5703305974999999,0.5703305974999999,2.37764455,0.0,23.0,discharge,0.22636908242724163,2026-08-01
2026-08-01 00:25:00,VIC1,91.50097,0.09150097,0.0,69.0,0.0,5.75,0.0,6.061032181989394,35.25587127204241,29.19483909005302,24.53347822693531,0.0,0.5261305775,0.5261305775,2.9037751275,0.0,28.75,discharge,0.282961353034052,2026-08-01
2026-08-01 00:30:00,VIC1,90.56,0.09056,0.0,69.0,0.0,5.75,0.0,6.061032181989394,29.19483909005302,23.133806908063626,19.440173872322376,0.0,0.52072,0.52072,3.4244951274999997,0.0,34.5,discharge,0.33955362364086245,2026-08-01
2026-08-01 00:35:00,VIC1,90.56,0.09056,0.0,69.0,0.0,5.75,0.0,6.061032181989394,23.133806908063626,17.072774726074233,14.34686951770944,0.0,0.52072,0.52072,3.9452151274999996,0.0,40.25,discharge,0.3961458942476729,2026-08-01
2026-08-01 00:40:00,VIC1,90.99279,0.09099279,0.0,69.0,0.0,5.75,0.0,6.061032181989394,17.072774726074233,11.01174254408484,9.253565163096503,0.0,0.5232085425,0.5232085425,4.46842367,0.0,46.0,discharge,0.4527381648544833,2026-08-01
2026-08-01 00:45:00,VIC1,81.69672,0.08169672,0.0,0.0,0.0,0.0,0.0,0.0,11.01174254408484,11.01174254408484,9.253565163096503,0.0,0.0,0.0,4.46842367,0.0,46.0,idle,0.4527381648544833,2026-08-01
2026-08-01 00:50:00,VIC1,82.24103,0.08224102999999999,0.0,0.0,0.0,0.0,0.0,0.0,11.01174254408484,11.01174254408484,9.253565163096503,0.0,0.0,0.0,4.46842367,0.0,46.0,idle,0.4527381648544833,2026-08-01
